Ticker,Date,Close,Bin
ADBE,2018-01-01,66.8243637084961,NA
ADBE,2018-01-08,68.57384490966797,U3
ADBE,2018-01-15,69.85486602783203,U2
ADBE,2018-01-22,71.52787017822266,U3
ADBE,2018-01-29,68.11495971679688,D5
ADBE,2018-02-05,64.03284454345703,D5+
ADBE,2018-02-12,68.80327606201172,U5+
ADBE,2018-02-19,67.58917236328125,D2
ADBE,2018-02-26,64.53955078125,D5
ADBE,2018-03-05,68.00022888183594,U5+
ADBE,2018-03-12,66.8243637084961,D2
ADBE,2018-03-19,63.153324127197266,D5+
ADBE,2018-03-26,63.956363677978516,U2
ADBE,2018-04-02,60.849365234375,D5
ADBE,2018-04-09,64.39615631103516,U5+
ADBE,2018-04-16,64.72190856933594,U1
ADBE,2018-04-23,63.50508499145508,D2
ADBE,2018-04-30,64.19493865966797,U2
ADBE,2018-05-07,66.54237365722656,U4
ADBE,2018-05-14,61.62714767456055,D5+
ADBE,2018-05-21,60.50612258911133,D2
ADBE,2018-05-28,60.15163040161133,D1
ADBE,2018-06-04,62.97810745239258,U5
ADBE,2018-06-11,63.36136245727539,U1
ADBE,2018-06-18,60.16119384765625,D5+
ADBE,2018-06-25,59.250972747802734,D2
ADBE,2018-07-02,59.682125091552734,U1
ADBE,2018-07-09,60.8731689453125,U2
ADBE,2018-07-16,61.32457733154297,U1
ADBE,2018-07-23,63.1494255065918,U3
ADBE,2018-07-30,63.130218505859375,D1
ADBE,2018-08-06,63.63926315307617,U1
ADBE,2018-08-13,62.1025276184082,D3
ADBE,2018-08-20,63.370338439941406,U3
ADBE,2018-08-27,64.86861419677734,U3
ADBE,2018-09-03,64.73417663574219,D1
ADBE,2018-09-10,66.1268310546875,U3
ADBE,2018-09-17,67.92285919189453,U3
ADBE,2018-09-24,67.7499771118164,D1
ADBE,2018-10-01,67.51946258544922,D1
ADBE,2018-10-08,63.75469207763672,D5+
ADBE,2018-10-15,62.05112838745117,D3
ADBE,2018-10-22,60.37641143798828,D3
ADBE,2018-10-29,63.456336975097656,U5+
ADBE,2018-11-05,64.74606323242188,U3
ADBE,2018-11-12,62.55162048339844,D4
ADBE,2018-11-19,65.65081024169922,U5
ADBE,2018-11-26,69.63545989990234,U5+
ADBE,2018-12-03,67.61427307128906,D3
ADBE,2018-12-10,66.7576675415039,D2
ADBE,2018-12-17,60.915401458740234,D5+
ADBE,2018-12-24,63.485225677490234,U5
ADBE,2018-12-31,63.15977478027344,D1
ADBE,2019-01-07,67.9068832397461,U5+
ADBE,2019-01-14,69.4024429321289,U3
ADBE,2019-01-21,71.0619888305664,U3
ADBE,2019-01-28,73.36800384521484,U4
ADBE,2019-02-04,73.13643646240234,D1
ADBE,2019-02-11,75.54861450195312,U4
ADBE,2019-02-18,75.66439056396484,U1
ADBE,2019-02-25,78.38529968261719,U4
ADBE,2019-03-04,75.23983764648438,D5
ADBE,2019-03-11,78.25021362304688,U5
ADBE,2019-03-18,76.21434020996094,D3
ADBE,2019-03-25,77.55552673339844,U2
ADBE,2019-04-01,78.60719299316406,U2
ADBE,2019-04-08,78.29418182373047,D1
ADBE,2019-04-15,73.64370727539062,D5+
ADBE,2019-04-22,74.85223388671875,U2
ADBE,2019-04-29,76.66022491455078,U3
ADBE,2019-05-06,74.5428695678711,D3
ADBE,2019-05-13,66.81786346435547,D5+
ADBE,2019-05-20,66.09273529052734,D2
ADBE,2019-05-27,64.82618713378906,D2
ADBE,2019-06-03,67.2142562866211,U4
ADBE,2019-06-10,67.64934539794922,U1
ADBE,2019-06-17,70.9075698852539,U5
ADBE,2019-06-24,72.19346618652344,U2
ADBE,2019-07-01,73.23763275146484,U2
ADBE,2019-07-08,69.42610931396484,D5+
ADBE,2019-07-15,66.56765747070312,D5
ADBE,2019-07-22,67.34283447265625,U2
ADBE,2019-07-29,65.96691131591797,D3
ADBE,2019-08-05,66.509521484375,U1
ADBE,2019-08-12,68.8738021850586,U4
ADBE,2019-08-19,67.39126586914062,D3
ADBE,2019-08-26,68.90287017822266,U3
ADBE,2019-09-02,71.97447967529297,U5
ADBE,2019-09-09,75.48211669921875,U5
ADBE,2019-09-16,75.5499267578125,U1
ADBE,2019-09-23,74.01896667480469,D3
ADBE,2019-09-30,73.52479553222656,D1
ADBE,2019-10-07,73.11978149414062,D1
ADBE,2019-10-14,72.41091918945312,D1
ADBE,2019-10-21,73.2071762084961,U2
ADBE,2019-10-28,74.7414321899414,U3
ADBE,2019-11-04,74.4209976196289,D1
ADBE,2019-11-11,75.99407196044922,U3
ADBE,2019-11-18,76.82919311523438,U2
ADBE,2019-11-25,78.43140411376953,U3
ADBE,2019-12-02,79.8297119140625,U2
ADBE,2019-12-09,81.28628540039062,U2
ADBE,2019-12-16,82.72344207763672,U2
ADBE,2019-12-23,82.94677734375,U1
ADBE,2019-12-30,82.12139892578125,D1
ADBE,2020-01-06,85.23355102539062,U4
ADBE,2020-01-13,87.69550323486328,U3
ADBE,2020-01-20,85.88552856445312,D3
ADBE,2020-01-27,80.33887481689453,D5+
ADBE,2020-02-03,80.93246459960938,U1
ADBE,2020-02-10,83.51117706298828,U4
ADBE,2020-02-17,82.78134155273438,D1
ADBE,2020-02-24,74.99657440185547,D5+
ADBE,2020-03-02,76.44650268554688,U2
ADBE,2020-03-09,67.33829498291016,D5+
ADBE,2020-03-16,64.6720199584961,D4
ADBE,2020-03-23,69.00231170654297,U5+
ADBE,2020-03-30,68.52548217773438,D1
ADBE,2020-04-06,76.41667175292969,U5+
ADBE,2020-04-13,77.60686492919922,U2
ADBE,2020-04-20,73.89968872070312,D5
ADBE,2020-04-27,72.39728546142578,D3
ADBE,2020-05-04,77.7629623413086,U5+
ADBE,2020-05-11,79.59703063964844,U3
ADBE,2020-05-18,82.90422058105469,U5
ADBE,2020-05-25,85.98703002929688,U4
ADBE,2020-06-01,88.17230224609375,U3
ADBE,2020-06-08,84.0066146850586,D5
ADBE,2020-06-15,86.5626449584961,U4
ADBE,2020-06-22,83.8017578125,D4
ADBE,2020-06-29,86.51385498046875,U4
ADBE,2020-07-06,87.41895294189453,U2
ADBE,2020-07-13,92.25818634033203,U5+
ADBE,2020-07-20,92.68833923339844,U1
ADBE,2020-07-27,94.1743392944336,U2
ADBE,2020-08-03,95.59188079833984,U2
ADBE,2020-08-10,95.1910400390625,D1
ADBE,2020-08-17,96.1002426147461,U1
ADBE,2020-08-24,97.66443634033203,U2
ADBE,2020-08-31,94.67289733886719,D4
ADBE,2020-09-07,96.39350128173828,U2
ADBE,2020-09-14,97.15606689453125,U1
ADBE,2020-09-21,95.5038833618164,D2
ADBE,2020-09-28,97.77198028564453,U3
ADBE,2020-10-05,103.39330291748047,U5+
ADBE,2020-10-12,104.50035095214844,U2
ADBE,2020-10-19,103.98124694824219,D1
ADBE,2020-10-26,99.9853744506836,D4
ADBE,2020-11-02,110.21995544433594,U5+
ADBE,2020-11-09,107.89881896972656,D3
ADBE,2020-11-16,108.60397338867188,U1
ADBE,2020-11-23,111.73798370361328,U3
ADBE,2020-11-30,112.7761459350586,U1
ADBE,2020-12-07,116.0374984741211,U3
ADBE,2020-12-14,116.84058380126953,U1
ADBE,2020-12-21,114.89161682128906,D2
ADBE,2020-12-28,116.04729461669922,U2
ADBE,2021-01-04,124.44061279296875,U5+
ADBE,2021-01-11,123.81083679199219,D1
ADBE,2021-01-18,123.9285659790039,U1
ADBE,2021-01-25,117.88566589355469,D5
ADBE,2021-02-01,120.83845520019531,U3
ADBE,2021-02-08,125.54718780517578,U4
ADBE,2021-02-15,124.45831298828125,D1
ADBE,2021-02-22,119.74955749511719,D4
ADBE,2021-03-01,113.9322738647461,D5
ADBE,2021-03-08,119.13152313232422,U5
ADBE,2021-03-15,120.35775756835938,U2
ADBE,2021-03-22,123.25166320800781,U3
ADBE,2021-03-29,125.26271057128906,U2
ADBE,2021-04-05,129.4025115966797,U4
ADBE,2021-04-12,132.22262573242188,U3
ADBE,2021-04-19,134.28582763671875,U2
ADBE,2021-04-26,131.29905700683594,D3
ADBE,2021-05-03,131.55453491210938,U1
ADBE,2021-05-10,128.85272216796875,D3
ADBE,2021-05-17,129.9825439453125,U1
ADBE,2021-05-24,135.71043395996094,U5
ADBE,2021-05-31,135.48446655273438,D1
ADBE,2021-06-07,141.01588439941406,U5
ADBE,2021-06-14,142.46990966796875,U2
ADBE,2021-06-21,144.70016479492188,U2
ADBE,2021-06-28,146.21322631835938,U2
ADBE,2021-07-05,147.5957489013672,U1
ADBE,2021-07-12,146.51358032226562,D1
ADBE,2021-07-19,149.83872985839844,U3
ADBE,2021-07-26,150.74378967285156,U1
ADBE,2021-08-02,153.1737823486328,U2
ADBE,2021-08-09,156.646484375,U3
ADBE,2021-08-16,165.4020538330078,U5+
ADBE,2021-08-23,170.9899139404297,U4
ADBE,2021-08-30,176.3711700439453,U4
ADBE,2021-09-06,174.3544158935547,D2
ADBE,2021-09-13,171.1177978515625,D2
ADBE,2021-09-20,169.602783203125,D1
ADBE,2021-09-27,153.4590606689453,D5+
ADBE,2021-10-04,149.99615478515625,D3
ADBE,2021-10-11,150.97093200683594,U1
ADBE,2021-10-18,155.60044860839844,U4
ADBE,2021-10-25,155.1276397705078,D1
ADBE,2021-11-01,154.06382751464844,D1
ADBE,2021-11-08,158.46678161621094,U3
ADBE,2021-11-15,161.8354949951172,U3
ADBE,2021-11-22,149.78897094726562,D5+
ADBE,2021-11-29,147.09002685546875,D2
ADBE,2021-12-06,153.91607666015625,U5
ADBE,2021-12-13,149.14866638183594,D4
ADBE,2021-12-20,155.43296813964844,U5
ADBE,2021-12-27,157.25521850585938,U2
ADBE,2022-01-03,142.9727325439453,D5+
ADBE,2022-01-10,142.6974639892578,D1
ADBE,2022-01-17,135.62571716308594,D5
ADBE,2022-01-24,135.18191528320312,D1
ADBE,2022-01-31,139.18626403808594,U3
ADBE,2022-02-07,135.3199462890625,D3
ADBE,2022-02-14,130.2405548095703,D4
ADBE,2022-02-21,131.89752197265625,U2
ADBE,2022-02-28,132.05532836914062,U1
ADBE,2022-03-07,128.5243682861328,D3
ADBE,2022-03-14,137.21365356445312,U5+
ADBE,2022-03-21,133.8504180908203,D3
ADBE,2022-03-28,132.1342315673828,D2
ADBE,2022-04-04,133.02188110351562,U1
ADBE,2022-04-11,124.90321350097656,D5+
ADBE,2022-04-18,119.84544372558594,D5
ADBE,2022-04-25,117.82035827636719,D2
ADBE,2022-05-02,119.60836029052734,U2
ADBE,2022-05-09,117.92901611328125,D2
ADBE,2022-05-16,123.60913848876953,U5
ADBE,2022-05-23,128.96324157714844,U5
ADBE,2022-05-30,126.92829132080078,D2
ADBE,2022-06-06,119.10455322265625,D5+
ADBE,2022-06-13,111.34008026123047,D5+
ADBE,2022-06-20,119.81581115722656,U5+
ADBE,2022-06-27,117.76109313964844,D2
ADBE,2022-07-04,121.23533630371094,U3
ADBE,2022-07-11,117.59363555908203,D4
ADBE,2022-07-18,123.73900604248047,U5+
ADBE,2022-07-25,132.70474243164062,U5+
ADBE,2022-08-01,132.21986389160156,D1
ADBE,2022-08-08,132.16046142578125,D1
ADBE,2022-08-15,136.1881103515625,U4
ADBE,2022-08-22,128.5187530517578,D5+
ADBE,2022-08-29,126.67810821533203,D2
ADBE,2022-09-05,136.19802856445312,U5+
ADBE,2022-09-12,128.53855895996094,D5+
ADBE,2022-09-19,122.19525909423828,D5
ADBE,2022-09-26,120.28533172607422,D2
ADBE,2022-10-03,126.11404418945312,U5
ADBE,2022-10-10,124.607421875,D2
ADBE,2022-10-17,128.7510986328125,U4
ADBE,2022-10-24,137.56382751464844,U5+
ADBE,2022-10-31,134.89720153808594,D2
ADBE,2022-11-07,147.0209197998047,U5+
ADBE,2022-11-14,144.91934204101562,D2
ADBE,2022-11-21,155.59573364257812,U5+
ADBE,2022-11-28,154.31692504882812,D1
ADBE,2022-12-05,151.6205596923828,D2
ADBE,2022-12-12,148.0023193359375,D3
ADBE,2022-12-19,147.9329071044922,D1
ADBE,2022-12-26,148.34925842285156,U1
ADBE,2023-01-02,146.6047821044922,D2
ADBE,2023-01-09,155.78807067871094,U5+
ADBE,2023-01-16,154.79527282714844,D1
